household_key,recency,frequency,monetary,avg_basket_value,total_quantity,avg_quantity,total_discount,discount_rate,unique_products,shopping_days,spend_per_day,coupon_redemptions,coupon_rate,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC,campaigns_received,campaign_types,coupon_redeemer,campaign_rate,coupon_per_campaign,unique_departments,unique_categories,unique_brands,category_diversity
571,106,16,1114.16,69.635,13449,840.5625,121.56,0.10910461693114094,271,14,79.58285714285715,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.0625,0.0,11.0,103.0,2.0,6.4375
572,195,45,903.15,20.07,3356,74.57777777777778,175.89,0.19475170237502076,282,33,27.368181818181817,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,101.0,2.0,2.2444444444444445
573,15,102,3111.55,30.505392156862747,100078,981.156862745098,476.7,0.1532033873792804,532,99,31.429797979797982,3.0,0.029411764705882353,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,1,0.0196078431372549,1.5,13.0,95.0,2.0,0.9313725490196079
574,0,120,6753.54,56.2795,180763,1506.3583333333333,1650.52,0.24439331076739013,1132,112,60.299464285714286,25.0,0.20833333333333334,Age Group3,X,Level6,Homeowner,Group4,3,1,3.0,2.0,1,0.025,8.333333333333334,13.0,146.0,2.0,1.2166666666666666
575,0,356,11771.13,33.064971910112355,353578,993.1966292134831,1698.71,0.14431154867884394,1665,286,41.1577972027972,0.0,0.0,Age Group3,Y,Level5,Unknown,Group3,1,None/Unknown,9.0,3.0,0,0.025280898876404494,0.0,15.0,147.0,2.0,0.41292134831460675
576,32,167,3750.12,22.45580838323353,35350,211.67664670658684,502.9,0.13410237539065417,718,138,27.17478260869565,0.0,0.0,Age Group5,X,Level4,Homeowner,Group2,2,None/Unknown,9.0,2.0,0,0.05389221556886228,0.0,20.0,200.0,2.0,1.1976047904191616
577,4,39,4399.53,112.80846153846153,1585,40.64102564102564,472.5,0.10739783567790197,807,37,118.90621621621621,1.0,0.02564102564102564,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.0,3.0,1,0.23076923076923078,0.1111111111111111,18.0,168.0,2.0,4.3076923076923075
578,7,117,2996.69,25.612735042735043,16019,136.9145299145299,443.93,0.14814011459310106,696,107,28.00644859813084,0.0,0.0,Age Group2,Y,Level5,Unknown,Group2,1,None/Unknown,1.0,1.0,0,0.008547008547008548,0.0,16.0,171.0,2.0,1.4615384615384615
579,6,23,435.26,18.924347826086954,13547,589.0,183.08,0.42062215687175486,111,23,18.924347826086954,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.13043478260869565,0.0,15.0,156.0,2.0,6.782608695652174
580,5,98,1337.7,13.65,7546,77.0,168.79,0.12617926291395679,173,91,14.700000000000001,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,48.0,2.0,0.4897959183673469
581,11,146,5060.44,34.66054794520548,19216,131.6164383561644,1250.01,0.2470160697488756,936,129,39.22821705426356,1.0,0.00684931506849315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,1,0.0136986301369863,0.5,13.0,68.0,2.0,0.4657534246575342
582,2,142,5137.74,36.1812676056338,110458,777.8732394366198,702.31,0.13669629058691174,822,132,38.92227272727273,0.0,0.0,Age Group4,X,Level8,Homeowner,Group6,3,1,3.0,2.0,0,0.02112676056338028,0.0,15.0,157.0,2.0,1.1056338028169015
583,21,156,3063.34,19.636794871794873,1243,7.967948717948718,499.08,0.16292021127266315,629,134,22.86074626865672,0.0,0.0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown,3.0,1.0,0,0.019230769230769232,0.0,19.0,163.0,2.0,1.044871794871795
584,176,56,1098.3,19.6125,119873,2140.589285714286,106.27,0.09675862696895202,167,44,24.961363636363636,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.10714285714285714,0.0,14.0,143.0,2.0,2.5535714285714284
585,21,42,805.07,19.168333333333333,14218,338.5238095238095,281.73,0.34994472530338977,235,40,20.12675,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.023809523809523808,0.0,10.0,70.0,2.0,1.6666666666666667
586,0,211,5822.64,27.595450236966826,236900,1122.7488151658767,865.19,0.1485906736463185,1063,175,33.27222857142857,0.0,0.0,Age Group1,X,Level4,Renter,Group4,3,1,0.0,0.0,0,0.0,0.0,12.0,81.0,2.0,0.38388625592417064
587,0,27,247.93,9.182592592592593,7997,296.18518518518516,58.410000000000004,0.23559069092082444,92,27,9.182592592592593,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,3.0,0,0.2962962962962963,0.0,14.0,156.0,2.0,5.777777777777778
588,1,262,9540.54,36.41427480916031,726704,2773.679389312977,1238.6,0.12982493653399071,1456,211,45.21582938388626,22.0,0.08396946564885496,Age Group3,X,Level5,Homeowner,Group4,5+,3+,0.0,0.0,1,0.0,0.0,7.0,50.0,2.0,0.19083969465648856
589,19,17,298.97,17.586470588235297,139,8.176470588235293,69.36,0.23199652139010601,93,16,18.685625,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.5882352941176471,0.0,19.0,189.0,2.0,11.117647058823529
590,3,134,3338.41,24.913507462686567,1549,11.559701492537313,680.76,0.20391743374840118,589,118,28.291610169491523,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,53.0,2.0,0.39552238805970147
591,0,325,13534.93,41.645938461538464,90688,279.04,2196.55,0.16228750351867355,1733,257,52.66509727626459,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,131.0,2.0,0.40307692307692305
592,53,34,660.79,19.435,313,9.205882352941176,155.04,0.23462824800617443,220,32,20.6496875,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,3.0,0,0.23529411764705882,0.0,19.0,197.0,2.0,5.794117647058823
593,20,57,646.4,11.340350877192982,14547,255.21052631578948,116.98,0.18097153465346535,226,54,11.97037037037037,0.0,0.0,Age Group3,Y,Level4,Unknown,Group2,1,None/Unknown,0.0,0.0,0,0.0,0.0,11.0,92.0,2.0,1.6140350877192982
594,6,104,2421.39,23.282596153846153,38297,368.24038461538464,757.34,0.31277076390007397,600,83,29.1733734939759,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,95.0,2.0,0.9134615384615384
595,2,146,2373.7400000000002,16.258493150684934,1155,7.910958904109589,560.52,0.23613369619250632,676,128,18.544843750000002,0.0,0.0,Age Group2,Y,Level4,Unknown,Group4,3,1,3.0,1.0,0,0.02054794520547945,0.0,12.0,131.0,2.0,0.8972602739726028
596,0,113,2996.37,26.51654867256637,5583,49.4070796460177,345.12,0.11517936703411127,456,104,28.811249999999998,1.0,0.008849557522123894,Age Group4,X,Level2,Homeowner,Group1,3,1,5.0,2.0,1,0.04424778761061947,0.2,12.0,142.0,2.0,1.2566371681415929
597,3,100,3826.25,38.2625,1874,18.74,663.75,0.17347272133289773,984,94,40.704787234042556,0.0,0.0,Age Group1,Y,Level1,Unknown,Group1,2,1,4.0,2.0,0,0.04,0.0,16.0,125.0,2.0,1.25
598,1,213,3354.9,15.750704225352113,83532,392.16901408450707,528.01,0.15738472085606128,551,165,20.332727272727272,0.0,0.0,Age Group3,Z,Level3,Unknown,Group3,1,None/Unknown,3.0,2.0,0,0.014084507042253521,0.0,14.0,153.0,2.0,0.7183098591549296
599,67,5,357.78000000000003,71.55600000000001,143,28.6,37.25,0.10411426015987478,116,5,71.55600000000001,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,1.4,0.0,16.0,134.0,2.0,26.8
600,0,166,5520.3,33.25481927710843,324946,1957.5060240963855,1365.28,0.24731989203485316,766,128,43.12734375,5.0,0.030120481927710843,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,1,0.0,0.0,8.0,63.0,2.0,0.3795180722891566
601,1,79,5241.27,66.34518987341772,225665,2856.518987341772,768.53,0.14663049222802868,880,72,72.79541666666667,0.0,0.0,Age Group3,X,Level7,Homeowner,Group4,4,2,7.0,3.0,0,0.08860759493670886,0.0,14.0,154.0,2.0,1.9493670886075949
602,34,53,1850.07,34.90698113207547,145602,2747.2075471698113,282.5,0.15269692498121692,347,39,47.43769230769231,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.11320754716981132,0.0,16.0,155.0,2.0,2.9245283018867925
603,1,182,3219.5,17.689560439560438,239358,1315.1538461538462,612.92,0.19037738779313557,760,129,24.95736434108527,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,14.0,99.0,2.0,0.5439560439560439
604,0,56,2311.65,41.27946428571429,919,16.410714285714285,290.55,0.12568944260593082,356,53,43.616037735849055,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,0,0.08928571428571429,0.0,16.0,143.0,2.0,2.5535714285714284
605,3,128,5856.38,45.75296875,470343,3674.5546875,837.13,0.1429432516332615,948,111,52.76018018018018,8.0,0.0625,Age Group2,X,Level6,Homeowner,Group4,4,2,1.0,1.0,1,0.0078125,8.0,10.0,106.0,2.0,0.828125
606,3,97,3323.12,34.258969072164945,29294,302.0,465.01,0.13993175088471074,762,88,37.76272727272727,0.0,0.0,Age Group4,Y,Level4,Probable Renter,Group6,1,None/Unknown,6.0,2.0,0,0.061855670103092786,0.0,16.0,155.0,2.0,1.597938144329897
607,5,216,3203.01,14.828750000000001,152779,707.3101851851852,1109.23,0.3463086284463676,738,159,20.144716981132078,0.0,0.0,Age Group4,Y,Level8,Unknown,Group6,1,None/Unknown,3.0,2.0,0,0.013888888888888888,0.0,14.0,151.0,2.0,0.6990740740740741
608,0,217,5148.9800000000005,23.728018433179727,2119,9.764976958525345,653.42,0.12690280405051096,795,180,28.605444444444448,0.0,0.0,Age Group2,Z,Level3,Renter,Group1,5+,3+,3.0,1.0,0,0.013824884792626729,0.0,17.0,141.0,2.0,0.6497695852534562
609,0,162,1665.89,10.283271604938273,55430,342.1604938271605,358.37,0.21512224696708665,421,141,11.814822695035462,0.0,0.0,Age Group4,Y,Level5,Unknown,Group6,1,None/Unknown,7.0,2.0,0,0.043209876543209874,0.0,16.0,159.0,2.0,0.9814814814814815
610,35,24,573.0600000000001,23.8775,375,15.625,144.61,0.2523470491746065,212,20,28.653000000000002,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,0,0.16666666666666666,0.0,15.0,102.0,2.0,4.25
611,2,73,2316.24,31.729315068493147,280680,3844.931506849315,567.57,0.24503937415811838,393,69,33.56869565217391,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,67.0,2.0,0.9178082191780822
612,0,144,3978.7200000000003,27.630000000000003,214884,1492.25,674.73,0.16958469055374592,635,121,32.881983471074385,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,111.0,2.0,0.7708333333333334
613,11,11,347.31,31.573636363636364,229,20.818181818181817,108.5,0.31240102502087475,141,8,43.41375,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.2727272727272727,0.0,14.0,119.0,2.0,10.818181818181818
614,3,122,2757.2400000000002,22.60032786885246,1621,13.28688524590164,617.73,0.2240392566479523,511,118,23.366440677966104,0.0,0.0,Age Group3,X,Level2,Unknown,Group4,4,2,0.0,0.0,0,0.0,0.0,8.0,63.0,2.0,0.5163934426229508
615,13,24,346.4,14.433333333333332,38621,1609.2083333333333,94.99,0.27422055427251735,95,23,15.06086956521739,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.25,0.0,12.0,105.0,2.0,4.375
616,9,10,476.14,47.614,294,29.4,163.92,0.34426849246020075,209,9,52.904444444444444,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,59.0,2.0,5.9
617,19,27,1315.54,48.723703703703706,597,22.11111111111111,231.09,0.1756617054593551,363,27,48.723703703703706,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,75.0,2.0,2.7777777777777777
618,1,544,7343.87,13.499761029411765,730611,1343.0349264705883,983.96,0.1339838532000158,1039,297,24.726835016835018,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,116.0,2.0,0.21323529411764705
619,106,5,168.98,33.796,75,15.0,37.63,0.22268907563025214,50,5,33.796,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,0,1.2,0.0,17.0,166.0,2.0,33.2
620,140,19,304.98,16.051578947368423,18285,962.3684210526316,47.29,0.1550593481539773,99,17,17.94,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,4.0,38.0,2.0,2.0
621,1,142,3179.15,22.388380281690143,1220,8.591549295774648,432.99,0.13619678215875314,452,138,23.03731884057971,0.0,0.0,Age Group4,Y,Level4,Unknown,Group2,1,None/Unknown,0.0,0.0,0,0.0,0.0,11.0,56.0,2.0,0.39436619718309857
622,1,147,2384.37,16.22020408163265,4706,32.01360544217687,365.77,0.15340320503948632,525,136,17.532132352941176,0.0,0.0,Age Group3,Y,Level2,Unknown,Group3,1,None/Unknown,2.0,1.0,0,0.013605442176870748,0.0,11.0,103.0,2.0,0.7006802721088435
623,0,124,3899.16,31.44483870967742,114011,919.4435483870968,945.93,0.24259840581048225,579,99,39.38545454545454,0.0,0.0,Age Group4,X,Level4,Homeowner,Group4,3,1,5.0,2.0,0,0.04032258064516129,0.0,14.0,129.0,2.0,1.0403225806451613
624,6,160,6003.47,37.5216875,287307,1795.66875,1567.01,0.26101737828289306,956,136,44.14316176470589,0.0,0.0,Age Group4,Y,Level5,Unknown,Group6,1,None/Unknown,5.0,2.0,0,0.03125,0.0,16.0,135.0,2.0,0.84375
625,2,34,1233.92,36.29176470588236,3498,102.88235294117646,324.37,0.26287765819502074,395,33,37.39151515151515,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,0,0.14705882352941177,0.0,13.0,143.0,2.0,4.205882352941177
626,12,25,649.33,25.973200000000002,650,26.0,128.6,0.19805029799947635,260,22,29.515,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,113.0,2.0,4.52
627,4,45,1785.46,39.67688888888889,41370,919.3333333333334,172.09,0.09638412509941416,318,43,41.52232558139535,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,68.0,2.0,1.511111111111111
628,4,18,1147.99,63.77722222222222,358,19.88888888888889,150.92,0.13146455979581703,267,18,63.77722222222222,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,15.0,106.0,2.0,5.888888888888889
629,81,27,377.49,13.981111111111112,10175,376.85185185185185,64.0,0.16954091499112559,119,26,14.518846153846154,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,104.0,2.0,3.8518518518518516
630,0,206,7746.27,37.603252427184465,865694,4202.398058252427,2688.38,0.3470547760405976,811,179,43.275251396648045,7.0,0.03398058252427184,Age Group3,X,Level4,Homeowner,Group4,3,1,0.0,0.0,1,0.0,0.0,11.0,69.0,2.0,0.33495145631067963
631,0,483,9277.72,19.208530020703932,823814,1705.6190476190477,1482.19,0.15975800088814926,962,381,24.350971128608922,1.0,0.002070393374741201,Age Group6,X,Level7,Homeowner,Group4,3,1,6.0,2.0,1,0.012422360248447204,0.16666666666666666,14.0,144.0,2.0,0.2981366459627329
632,2,94,3370.68,35.85829787234042,168983,1797.6914893617022,767.26,0.22762765970071322,815,84,40.12714285714286,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,0,0.05319148936170213,0.0,19.0,183.0,2.0,1.946808510638298
633,0,167,5493.89,32.89754491017964,239605,1434.7604790419161,1192.25,0.21701380988698352,867,127,43.258976377952756,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.011976047904191617,0.0,16.0,162.0,2.0,0.9700598802395209
634,242,35,1555.15,44.432857142857145,620,17.714285714285715,258.36,0.166131884384143,346,34,45.73970588235294,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.05714285714285714,0.0,15.0,152.0,2.0,4.3428571428571425
635,56,34,362.9,10.673529411764704,153,4.5,138.8,0.38247451088454126,82,31,11.706451612903225,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.08823529411764706,0.0,11.0,98.0,2.0,2.8823529411764706
636,1,227,9045.17,39.846563876651985,95781,421.942731277533,2257.64,0.24959619332748859,1538,204,44.33906862745098,4.0,0.01762114537444934,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,1,0.004405286343612335,4.0,7.0,42.0,2.0,0.18502202643171806
637,3,113,2510.04,22.21274336283186,6404,56.67256637168141,669.38,0.2666810090675846,560,95,26.421473684210525,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.08849557522123894,0.0,21.0,183.0,2.0,1.6194690265486726
638,4,164,8039.29,49.02006097560976,660850,4029.5731707317073,1055.08,0.13124044536271237,1016,136,59.11242647058823,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.042682926829268296,0.0,10.0,127.0,2.0,0.774390243902439
639,91,79,759.83,9.618101265822785,388,4.9113924050632916,130.66,0.17195951726043981,216,66,11.512575757575759,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.05063291139240506,0.0,21.0,181.0,2.0,2.2911392405063293
640,31,92,2253.25,24.491847826086957,91913,999.054347826087,530.13,0.2352734938422279,589,81,27.817901234567902,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.010869565217391304,0.0,8.0,76.0,2.0,0.8260869565217391
641,2,355,13221.75,37.2443661971831,5376,15.143661971830985,2324.52,0.17581031255317942,1900,288,45.908854166666664,1.0,0.0028169014084507044,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,1,0.008450704225352112,0.3333333333333333,13.0,119.0,2.0,0.3352112676056338
642,124,64,2208.34,34.5053125,12405,193.828125,248.81,0.11266833911444794,456,60,36.80566666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.15625,0.0,21.0,196.0,2.0,3.0625
643,7,31,1415.59,45.6641935483871,23320,752.258064516129,538.82,0.38063281034762897,426,29,48.813448275862065,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.22580645161290322,0.0,13.0,137.0,2.0,4.419354838709677
644,1,214,3772.03,17.626308411214954,146040,682.4299065420561,578.94,0.1534823423991856,807,188,20.063989361702127,0.0,0.0,Age Group6,X,Level6,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,12.0,100.0,2.0,0.4672897196261682
645,169,49,429.06,8.756326530612245,198,4.040816326530612,96.88,0.22579592597771872,120,43,9.978139534883722,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.14285714285714285,0.0,15.0,150.0,2.0,3.061224489795918
646,21,41,1691.72,41.26146341463415,104972,2560.2926829268295,474.06,0.28022367767715695,538,35,48.334857142857146,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,63.0,2.0,1.5365853658536586
647,0,129,6326.74,49.044496124031006,352461,2732.2558139534885,1255.21,0.19839759496992132,1043,109,58.04348623853211,4.0,0.031007751937984496,Age Group3,X,Level5,Renter,Group4,4,2,1.0,1.0,1,0.007751937984496124,4.0,16.0,139.0,2.0,1.0775193798449612
648,5,73,1910.4,26.16986301369863,791,10.835616438356164,220.64,0.11549413735343382,330,71,26.907042253521126,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.136986301369863,0.0,16.0,160.0,2.0,2.191780821917808
649,155,55,1553.45,28.244545454545456,900,16.363636363636363,323.04,0.20795004667031447,463,33,47.07424242424243,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,14.0,120.0,2.0,2.1818181818181817
650,16,78,1415.65,18.149358974358975,705,9.038461538461538,394.04,0.27834563628015396,374,71,19.9387323943662,1.0,0.01282051282051282,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,1,0.0,0.0,12.0,128.0,2.0,1.641025641025641
651,180,8,370.53000000000003,46.316250000000004,227,28.375,114.28,0.3084230696569778,113,7,52.932857142857145,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,0,0.5,0.0,12.0,117.0,2.0,14.625
652,0,48,1800.09,37.501875,1000,20.833333333333332,250.63,0.13923192729252426,337,45,40.001999999999995,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,54.0,2.0,1.125
653,9,228,10822.55,47.46732456140351,694835,3047.5219298245615,1671.4,0.15443680093878062,1498,193,56.075388601036266,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,97.0,2.0,0.42543859649122806
654,4,146,2330.08,15.95945205479452,1109,7.595890410958904,507.79,0.21792813980635858,539,133,17.5193984962406,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,3.0,0,0.0547945205479452,0.0,19.0,196.0,2.0,1.3424657534246576
655,1,61,1991.29,32.64409836065574,69261,1135.4262295081967,382.11,0.19189068392850867,536,46,43.28891304347826,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.03278688524590164,0.0,17.0,119.0,2.0,1.9508196721311475
656,16,95,5040.28,53.05557894736842,51827,545.5473684210526,914.69,0.18147602910949392,887,89,56.632359550561794,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,16.0,135.0,2.0,1.4210526315789473
657,8,20,119.8,5.99,50,2.5,1.78,0.014858096828046745,23,20,5.99,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.25,0.0,16.0,141.0,2.0,7.05
658,8,49,1052.48,21.47918367346939,571,11.653061224489797,250.87,0.23836082395865005,313,44,23.92,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,16.0,2.0,0.32653061224489793
659,26,32,760.89,23.7778125,325,10.15625,137.12,0.18021001721668048,209,31,24.544838709677418,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,102.0,2.0,3.1875
660,2,168,7954.28,47.34690476190476,194440,1157.3809523809523,1362.3799999999999,0.1712763443077186,1223,138,57.639710144927534,0.0,0.0,Age Group5,X,Level5,Homeowner,Group6,2,None/Unknown,0.0,0.0,0,0.0,0.0,7.0,79.0,2.0,0.47023809523809523
661,1,394,8271.31,20.993172588832486,2142,5.436548223350254,785.88,0.09501276097740262,625,340,24.327382352941175,0.0,0.0,Age Group4,Y,Level5,Homeowner,Group6,1,None/Unknown,9.0,3.0,0,0.02284263959390863,0.0,14.0,166.0,2.0,0.4213197969543147
662,18,39,1381.73,35.42897435897436,508,13.025641025641026,222.22,0.16082736858865335,211,38,36.361315789473686,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.15384615384615385,0.0,11.0,129.0,2.0,3.3076923076923075
663,2,105,3199.53,30.471714285714288,32868,313.0285714285714,829.67,0.25930996115054394,841,93,34.40354838709678,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.009523809523809525,0.0,9.0,70.0,2.0,0.6666666666666666
664,20,31,995.08,32.09935483870968,647,20.870967741935484,243.52,0.24472404228805725,410,29,34.31310344827586,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.16129032258064516,0.0,12.0,147.0,2.0,4.741935483870968
665,1,39,715.98,18.35846153846154,328,8.41025641025641,82.61,0.11538031788597447,133,38,18.841578947368422,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,109.0,2.0,2.7948717948717947
666,2,100,1020.7,10.207,527,5.27,186.46,0.182678553933575,320,84,12.151190476190477,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.01,0.0,9.0,64.0,2.0,0.64
667,3,66,1121.2,16.98787878787879,45925,695.8333333333334,338.04,0.3014983945772387,385,60,18.686666666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,96.0,2.0,1.4545454545454546
668,0,57,1151.04,20.193684210526314,730,12.807017543859649,375.49,0.32621802891298307,379,55,20.928,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,15.0,123.0,2.0,2.1578947368421053
669,5,119,9164.15,77.00966386554622,66327,557.3697478991596,971.92,0.10605675376330592,1199,113,81.09867256637168,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,101.0,2.0,0.8487394957983193
670,3,192,5685.67,29.612864583333334,281900,1468.2291666666667,872.43,0.15344365747572405,1033,177,32.12242937853107,0.0,0.0,Age Group5,X,Level4,Unknown,Group4,3,1,7.0,3.0,0,0.036458333333333336,0.0,16.0,172.0,2.0,0.8958333333333334
671,17,127,5089.66,40.07606299212598,454831,3581.3464566929133,706.96,0.1389012232644224,439,113,45.0412389380531,0.0,0.0,Age Group3,Y,Level4,Homeowner,Group3,1,None/Unknown,5.0,2.0,0,0.03937007874015748,0.0,20.0,177.0,2.0,1.3937007874015748
